id,name,project_type,description,status,start_date,end_date,function_points,interface_count,technology_stack,demand_stability_rating,team_size,team_experience_level,priority,risk_level
296,这么汽车项目,软件开发,网站那么经济所以人民国际.的话回复准备因此.,in_progress,2024-05-02,2024-11-21,495,0,"[""Docker"", ""Vue.js""]",2.5,4,mixed,medium,low
297,的话到了项目,系统集成,帮助自己以下关系.资料产品这些专业.发展出现世界责任提供.一定生产社区来自自己.,in_progress,2024-04-11,2024-11-04,448,8,"[""Java"", ""Go"", ""PostgreSQL"", ""Angular"", ""AWS""]",3.1,16,junior,medium,medium
298,今年广告项目,硬件采购,根据时间信息网络.商品生活怎么如果处理解决自己.帮助单位制作就是时候决定其中.,completed,2024-03-01,2024-10-18,0,0,[],2.5,5,senior,medium,low
299,研究处理项目,系统集成,分析而且要求女人应该包括什么不过.她的人民提高然后网络.到了希望这个具有一些然后那些.,completed,2022-07-16,2022-12-24,377,50,"[""PostgreSQL"", ""Kubernetes"", ""Redis"", ""Java"", ""C#""]",3.6,8,mixed,low,low
300,那么孩子项目,咨询服务,选择孩子也是而且详细.其中浏览业务相关状态无法.,planning,2023-10-29,2024-06-14,0,0,[],4.1,16,junior,high,medium
301,有些所有项目,硬件采购,简介品牌关于上海社会.企业建设推荐出现说明注意在线基本.,planning,2022-12-27,2023-06-06,0,0,[],4.6,10,junior,low,high
302,空间的话项目,软件开发,谢谢完全成功位置等级我的因为.因为一次对于帮助.不断如果信息设备地址之后搜索.一般新闻日期部门加入更新留言.,cancelled,2022-08-15,2023-03-20,212,0,"[""Redis"", ""Go"", ""Java"", ""Flask"", ""JavaScript"", ""Docker""]",2.6,7,mixed,low,high
303,网站应该项目,硬件采购,具有城市管理基本制作.地址标题出现.本站用户在线更新.,completed,2023-11-24,2024-07-07,0,0,[],4.4,17,mixed,low,medium
304,业务记者项目,硬件采购,美国商品查看事情一次关系计划.质量报告下载不要其实主要.,in_progress,2023-05-04,2023-09-23,0,0,[],4.8,5,junior,low,low
305,继续他的项目,系统集成,很多发生结果最后电子.因为进入一样教育.,completed,2024-06-17,2024-10-05,149,9,"[""PostgreSQL"", ""SQLite"", ""AWS"", ""Angular"", ""Django""]",4.1,2,senior,low,high
306,一下全部项目,硬件采购,网络资料女人电话部门规定.安全之后一直经济音乐.现在之后朋友只是地址.,completed,2023-10-01,2024-09-08,0,0,[],3.3,7,mixed,medium,low
307,以上文件项目,硬件采购,会员服务之后时间环境.不断问题得到以及.这些女人没有个人.,completed,2023-06-20,2024-04-28,0,0,[],2.9,11,mixed,low,low
308,以下如果项目,市场推广,为什个人等级东西地址当然因为.,planning,2023-09-22,2024-09-08,0,0,[],4.8,19,junior,high,high
309,时候日本项目,软件开发,喜欢合作以及完全详细谢谢.记者世界也是状态.那么还是一点提供.电影准备深圳情况企业社会然后.,in_progress,2023-12-22,2024-11-02,189,0,"[""SQLite"", ""Django"", ""Go"", ""Flask"", ""PostgreSQL"", ""PHP""]",2.6,14,junior,low,high
310,应用操作项目,硬件采购,教育处理各种支持大家销售.计划作者学习不会使用.,in_progress,2022-11-29,2023-06-12,0,0,[],4.8,4,junior,high,medium
311,现在进行项目,咨询服务,作为的是是否开发应该当前.所有免费公司电话一个方法原因价格.国际环境可能的人最大进行女人.,planning,2023-05-05,2024-04-14,0,0,[],3.5,4,mixed,medium,high
312,起来作为项目,系统集成,之后一些还有出来简介以上.以下日期发现如果业务可是.更多同时说明方面留言的是.,completed,2024-05-17,2024-12-28,234,12,"[""Angular"", ""Kubernetes"", ""Python""]",1.9,19,mixed,high,medium
313,系列学生项目,咨询服务,等级进入准备来源重要.可以决定登录其他显示公司.,in_progress,2023-01-03,2023-09-05,0,0,[],3.7,8,junior,low,low
314,应该虽然项目,硬件采购,孩子感觉方面.一切您的阅读不是不要一种.或者主题标准电话最大发表用户.,completed,2022-08-19,2023-04-17,0,0,[],2.6,13,junior,low,medium
315,必须工作项目,软件开发,都是学校会员来源精华主题.日本可能提供资源帖子.,completed,2024-06-09,2024-10-08,339,0,"[""Java"", ""Redis"", ""Kubernetes""]",4.2,14,mixed,low,medium
316,完成都是项目,市场推广,所有欢迎应用企业出来发现.最后准备参加世界加入加入来自国际.,in_progress,2024-01-07,2024-12-26,0,0,[],4.6,6,junior,low,low
317,学生那个项目,软件开发,希望不是客户搜索一个原因.规定的是广告非常.,completed,2023-01-23,2023-07-19,260,0,"[""Azure"", ""Angular"", ""Docker"", ""Java"", ""Redis"", ""Vue.js""]",1.5,14,junior,low,medium
318,任何的是项目,系统集成,评论包括得到投资东西.学校规定等级程序.,planning,2023-06-17,2023-09-24,74,23,"[""Django"", ""Redis"", ""AWS"", ""Go""]",4.9,19,junior,medium,low
319,资源在线项目,系统集成,回复只是网络是一经济只要积分.那么生产搜索中国可能拥有.上海环境影响特别有些.,completed,2023-01-10,2023-03-24,162,1,"[""Node.js"", ""MySQL"", ""C#"", ""SQLite""]",4.7,13,mixed,low,high
320,很多事情项目,系统集成,虽然搜索得到时间现在下载中文单位.,completed,2023-02-25,2023-12-02,149,1,"[""Ruby"", ""Java"", ""Node.js"", ""Angular"", ""PostgreSQL"", ""JavaScript""]",1.5,13,senior,medium,medium
321,联系自己项目,硬件采购,产品影响报告比较.关系单位而且北京名称运行特别.,completed,2023-08-19,2023-11-27,0,0,[],3.8,8,senior,high,low
322,的是空间项目,系统集成,影响大家软件密码各种主要如何.过程广告这是能力比较其他部门.,completed,2024-06-28,2024-11-11,272,33,"[""Docker"", ""Google Cloud"", ""PHP""]",1.5,20,senior,medium,high
323,操作经营项目,市场推广,认为科技应该可以发布首页免费.感觉他们的人学校提高工作.生产帖子信息完成专业两个怎么.,planning,2023-10-10,2024-07-31,0,0,[],5.0,16,junior,low,low
324,都是发展项目,硬件采购,简介不断因为不同这里业务增加成为.世界表示部分推荐不能电话.发生影响更多拥有投资对于其中.重要自己一直控制类别.,cancelled,2023-10-19,2024-10-11,0,0,[],1.7,16,senior,low,high
325,设备得到项目,系统集成,世界发生教育自己全国简介生活.深圳阅读当前介绍这里.地区内容工作方面起来他的.,in_progress,2022-09-01,2023-07-12,204,7,"[""Azure"", ""Python"", ""MongoDB"", ""React"", ""Django"", ""Go""]",3.2,13,junior,medium,low
326,电脑继续项目,咨询服务,品牌功能操作一下应用.应用这么方面一般.只要影响查看重要科技游戏.,cancelled,2022-10-17,2023-08-02,0,0,[],2.1,20,mixed,medium,medium
327,情况希望项目,市场推广,一起部分以后他的.认为次数表示全部希望系列项目.类型开发大家有关最新自己产品城市.评论如此女人以后其实只是资料.,in_progress,2023-04-29,2024-04-01,0,0,[],1.0,10,mixed,medium,high
328,项目正在项目,软件开发,方面一般组织搜索如此很多.更新孩子实现.方面类别您的相关网站一个市场.,cancelled,2024-05-08,2024-12-30,192,0,"[""Go"", ""JavaScript"", ""Redis"", ""Python""]",3.1,8,mixed,high,medium
329,部分市场项目,硬件采购,运行次数设计一切.就是密码销售的话帖子.网络非常对于.,completed,2022-08-10,2023-07-12,0,0,[],2.4,17,mixed,low,high
330,实现历史项目,咨询服务,当然各种由于.等级地方如果电影一下.,planning,2022-12-29,2023-07-31,0,0,[],2.3,12,junior,low,medium
331,一点历史项目,咨询服务,还有以上结果准备都是内容.孩子设备浏览公司状态.用户能力点击作品报告处理非常参加.,in_progress,2023-04-05,2023-08-21,0,0,[],4.6,20,mixed,low,medium
332,类型的人项目,系统集成,项目只有已经今年数据国家.都是一切根据今年发表游戏.,cancelled,2022-11-20,2023-08-16,64,24,"[""Kubernetes"", ""Flask"", ""Google Cloud"", ""AWS"", ""PostgreSQL"", ""Spring""]",2.4,10,senior,low,high
333,发展只有项目,咨询服务,如果到了继续准备具有无法公司.的是查看得到完成那么.规定一个处理为了介绍一般.,completed,2022-07-31,2023-07-19,0,0,[],1.8,12,mixed,high,low
334,组织网上项目,咨询服务,看到详细地址登录觉得过程本站.,planning,2023-05-20,2023-12-16,0,0,[],4.0,11,junior,low,high
335,状态那些项目,咨询服务,电子其实怎么深圳.,in_progress,2023-06-11,2023-12-17,0,0,[],2.7,19,senior,medium,low
336,标准文件项目,硬件采购,状态制作开发相关.到了时间国内什么计划.,cancelled,2022-07-21,2022-11-30,0,0,[],1.4,4,senior,high,medium
337,工程是否项目,咨询服务,责任他的更多技术企业时候.文化能力部分软件详细以后.一定不断他的品牌.,cancelled,2023-12-25,2024-11-21,0,0,[],4.1,12,junior,low,medium
338,手机不是项目,市场推广,特别首页最大地区应该.希望标准广告那些为什.来自客户全部目前研究北京美国.,planning,2024-02-21,2024-08-28,0,0,[],1.5,20,mixed,high,low
339,音乐更新项目,咨询服务,以上信息报告很多语言信息主要.数据研究世界文化.不能增加公司地址控制.,cancelled,2023-05-30,2024-05-17,0,0,[],2.3,5,mixed,medium,low
340,开始人民项目,软件开发,发展公司分析威望.的是过程部门谢谢产品希望完全.,in_progress,2024-04-06,2025-01-15,336,0,"[""Redis"", ""Docker"", ""Go"", ""Kubernetes""]",4.8,13,mixed,low,high
341,这样客户项目,咨询服务,可以电子因此.北京全部一点城市.注意一般自己作品就是我的之间全国.,planning,2022-09-22,2023-03-11,0,0,[],2.7,13,senior,medium,high
342,具有报告项目,硬件采购,那个很多如此重要自己正在专业这些.上海更多汽车目前.,cancelled,2023-06-05,2024-02-16,0,0,[],3.2,18,mixed,low,low
343,所有分析项目,咨询服务,时间管理国内其中服务积分.正在行业合作所以政府一个.等级注册不同市场控制论坛查看.,planning,2023-08-13,2023-12-20,0,0,[],1.5,6,mixed,low,low
344,个人无法项目,咨询服务,注意更多电影查看日本网络工具.次数等级网上一定社区注意完全.,completed,2024-02-13,2025-02-08,0,0,[],2.5,12,junior,medium,low
345,如此以及项目,咨询服务,部分产品登录报告主要位置日本.要求能够推荐情况.中国留言网站主要准备.,in_progress,2024-01-27,2024-04-25,0,0,[],4.3,14,mixed,low,medium
346,朋友因为项目,系统集成,大学准备情况最新在线.,completed,2024-04-09,2024-12-20,342,20,"[""SQLite"", ""AWS"", ""PostgreSQL"", ""Google Cloud"", ""React""]",1.1,18,senior,high,medium
347,系统技术项目,软件开发,首页经验大小业务制作.比较起来继续.一点一次提高不要都是的是计划名称.,in_progress,2024-07-02,2024-09-13,144,0,"[""Google Cloud"", ""AWS""]",4.7,10,junior,low,medium
348,社区帮助项目,系统集成,地址过程增加注册拥有.到了你的她的关于信息报告.,in_progress,2024-01-27,2024-09-08,429,16,"[""JavaScript"", ""Spring"", ""Kubernetes"", ""PostgreSQL""]",1.8,3,mixed,medium,high
349,现在项目项目,硬件采购,怎么文件以及欢迎汽车一定免费.希望浏览之后注意之间.不同一定是否所有网络大家推荐.,planning,2023-02-13,2023-09-06,0,0,[],2.6,12,junior,medium,high
350,语言软件项目,软件开发,系统方式内容.不会不要您的我们文件运行时候工程.评论帖子已经关于文章生产.,planning,2023-12-16,2024-02-14,428,0,"[""Django"", ""C#""]",2.5,20,mixed,medium,medium
351,不过朋友项目,市场推广,之间具有没有网站.来自人民等级一直不是会员.服务两个控制一般标题.,cancelled,2023-10-29,2024-07-18,0,0,[],3.7,16,senior,high,medium
352,虽然状态项目,咨询服务,经营一般资料本站广告.注册名称技术不能.很多市场一切全国因此比较.,in_progress,2022-12-28,2023-06-03,0,0,[],2.0,5,senior,medium,high
353,分析结果项目,系统集成,还有方式会员文章中国.生活资源为什大学学习完成历史.次数决定下载.,in_progress,2023-11-06,2024-04-07,116,27,"[""PHP"", ""Kubernetes"", ""PostgreSQL"", ""Angular"", ""SQLite"", ""Java""]",1.3,18,senior,medium,high
354,业务下载项目,硬件采购,还有的话同时结果空间.那个记者能力影响.一切基本的话.,completed,2022-10-03,2023-07-16,0,0,[],3.6,9,junior,low,medium
355,单位准备项目,咨询服务,回复会员更多要求其他本站.注册文件我的查看.大家精华比较.,planning,2023-05-18,2024-04-18,0,0,[],1.2,17,junior,high,low
356,也是能够项目,市场推广,个人公司重要电脑一个没有都是.大学表示发展而且公司.,in_progress,2023-05-28,2023-10-22,0,0,[],4.7,4,junior,medium,high
357,因为非常项目,咨询服务,大学一般拥有.,planning,2023-05-04,2024-03-19,0,0,[],4.2,5,mixed,low,high
358,用户产品项目,软件开发,发布正在喜欢登录一般.资源当前大小进入搜索帖子.游戏男人发表.,planning,2024-06-05,2025-02-23,118,0,"[""Docker"", ""Python"", ""Ruby"", ""Redis""]",1.4,17,mixed,low,high
359,可是责任项目,硬件采购,知道社会发现以下进入可能关于.当然不能一种单位.,in_progress,2023-09-21,2024-08-06,0,0,[],3.2,4,senior,low,low
360,作品支持项目,咨询服务,那些重要电话最后一次注意看到.来源必须情况必须情况.,in_progress,2024-04-13,2024-05-29,0,0,[],3.1,14,mixed,low,medium
361,文件程序项目,市场推广,加入首页中心注册方面日期手机.电影名称推荐女人应用人员.,cancelled,2022-10-10,2022-12-21,0,0,[],3.7,4,mixed,low,medium
362,只是喜欢项目,软件开发,人员完成环境处理最后可能.感觉单位他的免费积分.,completed,2024-07-08,2025-04-16,49,0,"[""Node.js"", ""C#"", ""Kubernetes"", ""MongoDB"", ""Ruby"", ""Flask""]",3.1,4,junior,low,high
363,为了发布项目,咨询服务,还是网上方法质量.,cancelled,2023-02-08,2023-11-03,0,0,[],4.9,18,junior,low,low
364,生活使用项目,市场推广,时间之间生活.还是标题全国建设资源完全.,in_progress,2023-08-25,2024-01-12,0,0,[],1.4,3,mixed,medium,low
365,能够有限项目,市场推广,到了评论你们主要.公司帮助生产主题.,cancelled,2022-09-12,2022-10-26,0,0,[],4.8,14,junior,high,high
366,电话说明项目,系统集成,其他价格各种深圳这么技术.这样分析分析加入下载如果.,completed,2024-04-18,2025-04-12,155,32,"[""PostgreSQL"", ""Go"", ""SQLite"", ""Azure"", ""MySQL"", ""React""]",2.6,11,junior,low,low
367,开发学生项目,系统集成,相关运行一个如何.标题希望投资为什状态不断.,in_progress,2023-03-30,2023-10-20,491,44,"[""Angular"", ""React"", ""Redis"", ""AWS""]",1.1,11,senior,low,low
368,一定以及项目,硬件采购,就是在线世界信息主题社区.可是电子有限责任.手机女人知道本站.,planning,2024-07-07,2025-04-22,0,0,[],4.7,15,mixed,low,low
369,情况由于项目,系统集成,实现免费作者只有目前.以下日本上海单位完全一种.,cancelled,2022-09-14,2022-12-13,141,3,"[""JavaScript"", ""PostgreSQL"", ""MySQL"", ""React"", ""Go""]",3.9,10,junior,high,medium
370,发展技术项目,硬件采购,也是信息管理起来这么一切通过.历史只是一切目前影响.一般方法参加不过一下.以后责任一般首页大小.,planning,2022-10-27,2023-10-10,0,0,[],3.0,17,junior,high,medium
371,他们学校项目,市场推广,网络工程推荐通过电脑.东西精华女人下载就是.这里活动责任可是.,planning,2023-12-01,2024-05-12,0,0,[],2.1,7,senior,high,low
372,虽然一般项目,硬件采购,感觉汽车价格操作拥有质量而且.两个可能一个电子知道研究日本.地址更新具有教育怎么.,in_progress,2022-11-29,2023-07-19,0,0,[],3.5,9,senior,medium,medium
373,上海网站项目,软件开发,作为不同有关.其实选择注意本站.威望积分详细大学这么.就是而且相关网上都是分析内容.,cancelled,2023-08-17,2023-11-08,495,0,"[""Kubernetes"", ""MySQL"", ""JavaScript"", ""Flask"", ""Spring"", ""Azure""]",2.9,7,mixed,high,medium
374,个人正在项目,咨询服务,最后网上质量发表开始经济.国际设备大家发表简介最新.欢迎我的商品详细目前工具.,completed,2022-10-27,2023-03-21,0,0,[],2.7,11,senior,medium,high
375,进行问题项目,硬件采购,很多有关积分所有东西游戏.学习是否非常只是电影时间因此.品牌程序当前下载公司一下.,in_progress,2022-10-19,2023-08-10,0,0,[],4.0,19,mixed,low,high
376,是否正在项目,软件开发,全部更多本站内容什么以后关系.主题作为一定.继续那些不要项目.,completed,2023-07-03,2023-12-30,233,0,"[""Vue.js"", ""Redis"", ""Azure"", ""PHP"", ""Kubernetes""]",4.7,8,senior,low,high
377,东西推荐项目,系统集成,计划一点认为说明如果.发生规定提高客户实现任何.地址一样安全记者.,in_progress,2023-03-10,2024-01-04,164,17,"[""Azure"", ""Python"", ""React""]",3.9,20,senior,low,low
378,政府各种项目,硬件采购,基本合作根据阅读学校应该语言.报告更多产品经验.,completed,2024-01-07,2024-03-13,0,0,[],1.3,12,mixed,high,low
379,一些知道项目,咨询服务,开发用户自己一点因为推荐.设计当前游戏品牌.,planning,2023-07-16,2024-05-24,0,0,[],4.6,16,mixed,high,high
380,作为不要项目,市场推广,当然得到同时汽车专业过程.您的都是特别不断出来之间生产.,completed,2024-04-06,2024-11-26,0,0,[],3.3,3,senior,low,low
381,管理国家项目,系统集成,什么说明分析品牌各种本站网络.都是大学然后如何决定精华.,cancelled,2023-12-27,2024-04-20,58,2,"[""Azure"", ""PostgreSQL"", ""Django"", ""MongoDB"", ""Node.js"", ""Flask""]",1.5,16,senior,high,medium
382,特别出现项目,市场推广,汽车包括活动帖子地区结果文章.的话销售公司国内是一觉得.,planning,2022-12-21,2023-11-22,0,0,[],2.3,6,junior,low,medium
383,一种作为项目,咨询服务,部分以及表示觉得不会以及查看.功能注意不同以后服务来自有关起来.单位已经要求也是基本主要工具.,planning,2024-03-12,2024-12-27,0,0,[],3.3,6,senior,low,low
384,经济所有项目,硬件采购,最后认为质量的话操作情况制作.之后不能使用部分文件到了.,planning,2023-03-04,2023-06-06,0,0,[],2.1,20,junior,low,high
385,朋友然后项目,硬件采购,系列一些下载人员电子影响.方法管理介绍图片两个应用.开始看到使用作者最新.,cancelled,2023-08-29,2024-01-11,0,0,[],2.5,7,junior,medium,low
386,大家只要项目,市场推广,同时一种留言增加类型正在.当前下载基本主题业务社区.,cancelled,2024-01-03,2024-05-15,0,0,[],1.3,15,mixed,high,high
387,有关一般项目,市场推广,资料这么手机设计成为主要起来.企业商品必须方法数据影响是否服务.社会这是不会密码.,in_progress,2023-07-27,2023-09-11,0,0,[],3.9,8,junior,medium,high
388,发展能够项目,市场推广,报告来源已经企业事情服务国际一次.,cancelled,2023-10-26,2024-10-25,0,0,[],3.5,2,mixed,medium,low
389,历史国家项目,咨询服务,提供可能全部女人能够或者.,completed,2022-10-25,2023-01-04,0,0,[],1.6,16,junior,medium,medium
390,这种方面项目,硬件采购,系列起来系列因此.结果通过设备只是虽然原因一些.重要不同发展需要不是为了.,planning,2024-05-24,2025-02-12,0,0,[],3.0,13,mixed,high,low
391,在线帮助项目,咨询服务,设备精华环境个人进入社区.责任汽车销售查看的人的话.,in_progress,2023-08-16,2024-05-23,0,0,[],2.9,14,junior,medium,medium
392,其实如果项目,硬件采购,准备应用不同作为工程.今天你们空间一直分析最后非常.,planning,2023-03-18,2023-07-06,0,0,[],2.9,11,senior,high,high
393,欢迎次数项目,软件开发,用户喜欢事情这样更新.一次工具的话如果大家.,cancelled,2023-04-02,2024-02-07,42,0,"[""SQLite"", ""Python"", ""Spring"", ""Angular"", ""Docker"", ""C#""]",4.6,4,mixed,low,medium
394,来源其中项目,咨询服务,不同生产所有经营.以及觉得电话建设应用浏览开发.登录出现网络成为过程标准一起在线.,in_progress,2023-07-30,2024-04-27,0,0,[],3.9,19,mixed,high,medium
395,数据信息项目,系统集成,记者说明大家文章提高.,cancelled,2024-04-23,2024-07-11,346,26,"[""Go"", ""Flask""]",4.4,11,senior,high,low
396,中文如何项目,软件开发,他的如何能够.完成目前用户威望帮助电脑你的.,planning,2024-07-02,2025-05-22,298,0,"[""C#"", ""Go""]",4.9,14,junior,medium,low
397,以及位置项目,咨询服务,网站不是学校方式精华密码工具.出现中心完全一种今年比较状态注意.,in_progress,2024-06-21,2025-06-02,0,0,[],1.1,12,senior,high,medium
398,你们一切项目,市场推广,其实产品为了资源音乐作为如何.精华过程情况进行决定全部登录广告.以后应该得到因此事情.,completed,2023-09-05,2024-01-22,0,0,[],3.4,7,junior,high,low
399,投资选择项目,软件开发,规定需要基本增加控制不过因此.,cancelled,2023-09-07,2024-01-08,385,0,"[""Angular"", ""React"", ""Python"", ""SQLite"", ""Ruby"", ""JavaScript""]",4.1,13,senior,medium,low
400,广告主题项目,软件开发,这些各种广告分析内容论坛发现.方式方面完成下载也是类型分析情况.这样一切那么注册说明但是还是作为.,planning,2024-05-22,2024-12-27,454,0,"[""JavaScript"", ""Python"", ""Google Cloud"", ""Ruby"", ""MySQL"", ""Angular""]",1.3,19,senior,low,low
401,社会上海项目,市场推广,控制发生联系她的人民主要实现.那么经营可是地方.上海具有只有他们一切以后关系他的.,in_progress,2023-10-29,2024-06-04,0,0,[],3.3,16,junior,high,medium
402,特别如何项目,咨询服务,网上可以更多显示.实现记者汽车作为登录也是那么.发布她的这是查看操作浏览说明.,planning,2023-06-27,2024-02-09,0,0,[],2.5,17,senior,high,medium
403,作品设计项目,系统集成,根据新闻什么提供中心程序.手机企业影响工具中国其他合作.作者人员注意网上.,completed,2024-01-28,2024-12-05,106,27,"[""Node.js"", ""Spring"", ""C#"", ""Azure"", ""AWS"", ""Flask""]",1.3,7,senior,medium,high
404,这么作者项目,咨询服务,知道人民是否.一切欢迎应该记者.密码新闻加入一般应该处理.,cancelled,2024-05-30,2025-01-14,0,0,[],3.0,14,senior,low,high
405,一下国内项目,硬件采购,法律类别今年原因一样.质量必须文件主要的人专业.,planning,2023-05-02,2023-10-31,0,0,[],4.2,8,mixed,low,medium
406,最后管理项目,咨询服务,完全操作的话正在得到文化资料.以上北京因此国际他的.,completed,2023-09-13,2023-12-17,0,0,[],1.1,11,junior,low,low
407,这种现在项目,软件开发,会员产品自己已经.管理威望今年今天网站科技.语言特别活动简介很多来自她的.,completed,2023-03-29,2023-08-10,488,0,"[""PHP"", ""Spring""]",2.2,19,mixed,high,low
408,希望名称项目,软件开发,出现一些工程关于国际功能.标题报告标准美国计划.内容标准特别一种当然增加.,cancelled,2024-03-02,2025-01-20,181,0,"[""React"", ""JavaScript""]",2.8,2,mixed,low,high
409,地址这么项目,市场推广,基本的是你的次数地方次数中文.活动目前投资文章这种.,completed,2023-11-16,2024-05-09,0,0,[],4.2,14,mixed,medium,low
410,来源企业项目,系统集成,以及更多点击问题.有些发展信息我们虽然.,in_progress,2024-04-30,2024-09-30,449,25,"[""Spring"", ""SQLite""]",4.9,3,mixed,high,medium
411,不能功能项目,硬件采购,等级运行运行可以安全工具得到.有限影响朋友.环境注意设计然后你们开始.,cancelled,2022-09-02,2023-06-08,0,0,[],2.1,6,senior,medium,high
412,你们类型项目,软件开发,看到各种部门继续但是一切.认为科技资源论坛品牌地方或者文件.,completed,2022-11-06,2022-12-16,355,0,"[""PHP"", ""Vue.js"", ""Azure"", ""Node.js""]",4.0,20,junior,high,high
413,感觉注册项目,软件开发,包括其中服务电脑地址.一切能力等级成为.,completed,2023-09-10,2024-02-10,51,0,"[""C#"", ""Spring"", ""Go"", ""Kubernetes"", ""Docker""]",1.2,9,junior,high,low
414,加入网上项目,市场推广,名称不是地方日期支持详细.注册价格计划主要继续很多增加.,in_progress,2022-10-27,2023-10-10,0,0,[],4.6,12,mixed,low,high
415,发生类型项目,软件开发,个人关系客户.北京世界具有所以非常.电影留言基本对于还有只是科技.,planning,2022-12-12,2023-04-03,176,0,"[""Docker"", ""PostgreSQL""]",4.6,18,senior,high,high
416,问题空间项目,市场推广,工程个人根据计划部分特别.谢谢点击如何两个地区科技生活.觉得因此觉得就是不同他们数据还是.,completed,2023-03-28,2023-08-02,0,0,[],4.0,5,senior,medium,high
417,一下决定项目,系统集成,直接学生中心更新.,cancelled,2023-07-08,2023-08-28,308,36,"[""Vue.js"", ""Spring"", ""React"", ""Ruby""]",3.9,5,senior,medium,high
418,不过可能项目,硬件采购,不是标准历史不是.工具免费希望不是.,in_progress,2024-03-23,2024-11-27,0,0,[],4.8,12,junior,medium,medium
419,起来他们项目,系统集成,计划之后不会人员控制.实现他的方法首页.特别电子不能完全活动制作项目.新闻关于那些不过其中生产进行不同.,planning,2024-01-08,2024-09-17,351,4,"[""Node.js"", ""Java"", ""Flask""]",1.6,9,mixed,medium,low
420,情况感觉项目,咨询服务,功能处理他们你的.为什所以这些注册.而且点击影响单位.,cancelled,2024-03-13,2025-02-16,0,0,[],3.2,3,junior,medium,medium
421,注意一般项目,系统集成,地方表示环境最后作品人员只有.非常完成登录类别个人.,in_progress,2024-03-07,2024-11-26,121,19,"[""Go"", ""AWS"", ""Google Cloud""]",2.1,17,mixed,low,high
422,谢谢虽然项目,咨询服务,那些分析那个以后.商品而且广告商品其他一样.提高成功一起表示密码责任查看.,planning,2024-05-23,2024-08-13,0,0,[],3.8,7,mixed,high,low
423,类别教育项目,软件开发,不会服务的人要求单位那些最新网络.记者可以特别学校东西.,in_progress,2024-05-02,2024-11-27,269,0,"[""Node.js"", ""Docker"", ""JavaScript"", ""MongoDB""]",3.2,5,senior,high,low
424,行业这种项目,市场推广,分析加入对于可是电子不同.作品大小安全使用工作重要如此.,planning,2023-05-05,2023-11-24,0,0,[],4.8,5,senior,low,medium
425,成为最新项目,软件开发,本站能力继续能够看到.新闻电脑空间得到.,planning,2022-08-24,2023-07-20,93,0,"[""React"", ""Spring"", ""PostgreSQL""]",2.0,12,mixed,high,high
426,实现这是项目,市场推广,销售主要必须作者.作为系列起来原因简介图片.,completed,2024-07-02,2024-09-08,0,0,[],2.5,9,senior,medium,medium
427,有限都是项目,咨询服务,建设深圳大家方法市场.有限回复当前大家详细方面当然.当然说明能够感觉.,cancelled,2022-11-12,2023-08-21,0,0,[],1.6,14,mixed,high,high
428,关系根据项目,软件开发,很多论坛如此都是.生活最新一直系列产品质量.,cancelled,2023-05-21,2023-08-14,464,0,"[""Go"", ""JavaScript"", ""SQLite""]",3.9,12,senior,low,medium
429,孩子项目项目,咨询服务,科技任何发展.当然今天功能作为表示.,completed,2024-06-05,2025-01-13,0,0,[],1.3,17,junior,low,high
430,发布两个项目,系统集成,能够这是认为是一.实现推荐投资具有图片类别.,planning,2024-06-29,2024-12-07,93,37,"[""Django"", ""Docker"", ""Google Cloud""]",2.1,13,junior,low,low
431,相关市场项目,市场推广,作品情况因为等级目前.我们记者密码但是工作大家.运行信息无法男人女人部门新闻.,in_progress,2023-04-07,2023-05-13,0,0,[],2.4,10,senior,medium,medium
432,关系信息项目,市场推广,威望所以认为包括计划.基本应该以后这是.,in_progress,2024-03-10,2024-07-15,0,0,[],2.7,9,senior,low,low
433,最后还是项目,咨询服务,在线应用支持能够工程为了.现在关于他们也是.,planning,2023-06-24,2024-01-21,0,0,[],1.3,12,junior,medium,high
434,图片重要项目,市场推广,最新这些经营注意.标准没有解决一般这些经验.,cancelled,2022-10-19,2023-02-28,0,0,[],2.5,14,mixed,medium,low
435,项目都是项目,市场推广,孩子工具自己报告.设计目前网站具有.一般不会中心地址深圳组织.方法解决部分.,cancelled,2023-11-16,2024-02-04,0,0,[],3.4,3,mixed,high,low
436,市场包括项目,咨询服务,因为更多品牌城市.的是只要留言.文章投资建设投资建设记者生产方法.增加以上全国很多这些不过.,planning,2023-10-20,2024-09-25,0,0,[],4.1,16,mixed,high,low
437,更新价格项目,硬件采购,系统类别一种由于工具根据.,planning,2023-04-20,2024-01-09,0,0,[],4.8,4,junior,low,medium
438,公司处理项目,系统集成,由于搜索公司.客户中文服务经济只要教育.她的市场发现的是管理业务文化.,completed,2023-09-06,2023-12-02,91,42,"[""Vue.js"", ""SQLite"", ""Docker"", ""Node.js"", ""Django"", ""PHP""]",3.4,14,mixed,high,low
439,有关论坛项目,硬件采购,制作这是拥有这种.状态名称发现是一免费密码.经验出现也是类别提高不是.,completed,2022-11-21,2023-06-08,0,0,[],1.5,8,senior,high,low
440,电话各种项目,系统集成,增加喜欢其他很多已经最新商品这些.都是个人继续联系.,cancelled,2023-08-02,2024-03-02,69,50,"[""AWS"", ""Java"", ""Django"", ""PHP"", ""SQLite""]",4.7,10,senior,low,high
